sample_id,dataset,source_url,license,license_url,class_name,model,model_code,rotation_code,x_code,y_code,capture_serial,condition_group_id,source_split,yolo_split,physical_item_group,source_relative_path,sha256,width,height,bbox_left,bbox_top,bbox_width,bbox_height,angle_deg,top_bottom_ratio
micro_pcb_v2_AAAC3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,A,C,3,AAAC,train,train,NOT_VERIFIED,train_coded/train_coded/AAAC3.jpg,f571b93bf896b5e5b4801124ea0b8a645e5c6299fb42ea9a1578850e63eb5636,2056,2829,246,164,1547,2501,13.54067713,0.901504136
micro_pcb_v2_AAAC4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,A,C,4,AAAC,train,train,NOT_VERIFIED,train_coded/train_coded/AAAC4.jpg,b43099908433188d727f505a4237f6e58da4ac316c1f65c7e73ad5aff6bdd170,2052,2829,246,164,1544,2502,13.48317942,0.90928959
micro_pcb_v2_AAAD1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,A,D,1,AAAD,train,train,NOT_VERIFIED,train_coded/train_coded/AAAD1.jpg,fcc604cb1d76ada5c9780a3c3d6d4922b7c73296a087befa2b44507966121695,2438,2804,247,167,1920,2474,24.00082956,0.951686621
micro_pcb_v2_AAAD2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,A,D,2,AAAD,train,train,NOT_VERIFIED,train_coded/train_coded/AAAD2.jpg,4b08b6b657239d563bb529432cdd74476ecfe2aa494b561e6b90a205dc0688c9,2425,2809,247,164,1912,2481,23.59833943,0.964829733
micro_pcb_v2_AAAD3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,A,D,3,AAAD,train,train,NOT_VERIFIED,train_coded/train_coded/AAAD3.jpg,d5ea748d2c3557d6d9cde85f40ee649fce219cdb1f58edf96153eb4c54f9c6f4,2419,2809,247,164,1894,2481,23.10172041,0.95640503
micro_pcb_v2_AAAD4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,A,D,4,AAAD,train,train,NOT_VERIFIED,train_coded/train_coded/AAAD4.jpg,39db9c9ba26eaa80928a953839806160398e1888ba22b965edca93d7a2dc5579,2415,2809,246,163,1901,2482,23.17529867,0.951388249
micro_pcb_v2_AAAE1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,A,E,1,AAAE,train,train,NOT_VERIFIED,train_coded/train_coded/AAAE1.jpg,61563099046969356e25a32f3f3dd69e5284004b922520659413921d34df728a,2037,2365,246,165,1544,2035,26.48107187,0.851121601
micro_pcb_v2_AAAE2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,A,E,2,AAAE,train,train,NOT_VERIFIED,train_coded/train_coded/AAAE2.jpg,c619825ed894369f8a49c59146cb702a92d990e1a60a42175f5bc4d64ff53506,2023,2366,246,165,1532,2036,25.86010655,0.849088325
micro_pcb_v2_AAAE3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,A,E,3,AAAE,train,train,NOT_VERIFIED,train_coded/train_coded/AAAE3.jpg,9d28417e5652b162775ddb5f5c4ad6d4d7beb253d82060c04a9e53fa339d1339,2019,2362,246,164,1528,2034,25.81264922,0.845500676
micro_pcb_v2_AAAE4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,A,E,4,AAAE,train,train,NOT_VERIFIED,train_coded/train_coded/AAAE4.jpg,6c09ee3bb49e62c933a5c04f5647dc609c52119397113f44fbbddf851da1f22a,2017,2363,246,165,1526,2034,25.71063343,0.844941098
micro_pcb_v2_AABA1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,A,1,AABA,train,train,NOT_VERIFIED,train_coded/train_coded/AABA1.jpg,3c1f8b208f6bd5e8a8f3310240981081ba7b48c31d2b45c5542ea47345989163,2240,2281,246,180,1742,1937,27.88211574,1.130065749
micro_pcb_v2_AABA2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,A,2,AABA,train,train,NOT_VERIFIED,train_coded/train_coded/AABA2.jpg,ed5480d800cda81e6e8ae222ff5c54184794434fd5bf70191a04ceb31152c921,2234,2281,246,180,1736,1936,27.59192707,1.131010857
micro_pcb_v2_AABA3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,A,3,AABA,train,train,NOT_VERIFIED,train_coded/train_coded/AABA3.jpg,18a57ff88bc2a7df698c3b13d2f8853576c0eb011b628ebca529b4a464d0a607,2232,2283,246,178,1733,1941,27.40239264,1.133211631
micro_pcb_v2_AABA4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,A,4,AABA,train,train,NOT_VERIFIED,train_coded/train_coded/AABA4.jpg,4a8edba9bcebbcf24cdcf47efea1e8e1cf82689a992b95c87961857073d5dbdf,2234,2287,247,178,1737,1944,27.46061191,1.134029819
micro_pcb_v2_AABB1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,B,1,AABB,train,train,NOT_VERIFIED,train_coded/train_coded/AABB1.jpg,0a30e7f7e9a22c3265fa1a2b4095eff998e3603cd2984fcc25c8961ca6556e59,2148,2495,247,179,1648,2153,20.99554884,1.066284004
micro_pcb_v2_AABB2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,B,2,AABB,train,train,NOT_VERIFIED,train_coded/train_coded/AABB2.jpg,51085ec9cd3026c1944a29e336a2080a205f6497972913745dfaa88a69504c64,2141,2492,247,181,1643,2148,20.90503837,1.067379858
micro_pcb_v2_AABB3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,B,3,AABB,train,train,NOT_VERIFIED,train_coded/train_coded/AABB3.jpg,103687a0254fd5bcd7a95a7ac047b2180ae6d9768827f95e5b24ba232cadf603,2131,2488,247,176,1635,2149,20.59903008,1.069254254
micro_pcb_v2_AABB4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,B,4,AABB,train,train,NOT_VERIFIED,train_coded/train_coded/AABB4.jpg,ce7593ceef9e392004a6d9f505e383a0ede4364a1b66db7e181363408cfc98b3,2152,2494,247,178,1655,2153,21.32870804,1.069734967
micro_pcb_v2_AABC1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,C,1,AABC,train,train,NOT_VERIFIED,train_coded/train_coded/AABC1.jpg,a333841f7320b39355785098404f3b553a1b9cec86c2fb548d587a5ec7531837,2251,2813,247,166,1757,2484,19.28980652,1.040499934
micro_pcb_v2_AABC2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,C,2,AABC,train,train,NOT_VERIFIED,train_coded/train_coded/AABC2.jpg,46af799e894a4cad81e0d813881b1bbc2e2d10068d266264ae1df6db908fdab2,2258,2814,247,165,1765,2485,19.53352077,1.05460943
micro_pcb_v2_AABC3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,C,3,AABC,train,train,NOT_VERIFIED,train_coded/train_coded/AABC3.jpg,bf0aacbc3238ad21ea42ef3b75299d5dd38a6d7cb39bc7ce1c916f3abe4ac97e,2263,2814,247,164,1765,2486,19.52061264,1.057666996
micro_pcb_v2_AABC4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,C,4,AABC,train,train,NOT_VERIFIED,train_coded/train_coded/AABC4.jpg,55a1d79fa24289f48b162a1676404b1a0b9c2b0d3be3f6ca8865677bee37757f,2257,2816,247,165,1764,2487,19.48766794,1.028140099
micro_pcb_v2_AABD1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,D,1,AABD,train,train,NOT_VERIFIED,train_coded/train_coded/AABD1.jpg,b2d67b56803025ef0979d3d72922d4a913037b4eb6fa6efe0f8065f11755cc9b,2223,3138,246,164,1730,2811,11.13186278,0.90350307
micro_pcb_v2_AABD2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,D,2,AABD,train,train,NOT_VERIFIED,train_coded/train_coded/AABD2.jpg,2a742bc0d883b11b2cb719c30bfb77db4330e95bcbbd96ad2a561758cec7dfc9,2208,3139,246,164,1715,2812,10.64071168,0.902237593
micro_pcb_v2_AABD3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,D,3,AABD,train,train,NOT_VERIFIED,train_coded/train_coded/AABD3.jpg,68bcd0c61baa8796f8f530814f2a56fd11f12e99ab128814ce9cea00e3565f13,2212,3139,246,163,1719,2813,10.72966969,0.900379819
micro_pcb_v2_AABD4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,D,4,AABD,train,train,NOT_VERIFIED,train_coded/train_coded/AABD4.jpg,bbce810aa4fb5320f0894ae72b06cb198927b9fefbd04527584c093a64814166,2213,3137,247,163,1719,2810,10.80043695,0.90017639
micro_pcb_v2_AABE1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,E,1,AABE,train,train,NOT_VERIFIED,train_coded/train_coded/AABE1.jpg,b0c9edcb3e3617288562acc3ce7804519314266801315d2cda79f5fa5a6e7356,2121,2650,246,164,1629,2322,15.12817206,0.825978493
micro_pcb_v2_AABE2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,E,2,AABE,train,train,NOT_VERIFIED,train_coded/train_coded/AABE2.jpg,f82e8f2dc567edb8503d6fd7c339e295bb5d26ff95dbab7666a3454d5cb2c221,2082,2645,246,165,1589,2316,13.58098682,0.827243352
micro_pcb_v2_AABE3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,E,3,AABE,train,train,NOT_VERIFIED,train_coded/train_coded/AABE3.jpg,b508eb071ec014c9daa4476894f7f23071250438ee41bb1d74e762d92ffeff71,2076,2648,247,164,1583,2320,13.35075704,0.829324732
micro_pcb_v2_AABE4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,B,E,4,AABE,train,train,NOT_VERIFIED,train_coded/train_coded/AABE4.jpg,7338841e82216f859a8ce5f4c6319677b2e477cf3d908990d2a37c361df02cdb,2080,2651,246,163,1589,2324,13.50325502,0.828466639
micro_pcb_v2_AACA1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,A,1,AACA,train,train,NOT_VERIFIED,train_coded/train_coded/AACA1.jpg,fda886752f866fefc1dbae7bdd1b0bba5f1f658379816775354f1640a4261ca1,1928,2268,247,174,1435,1931,16.36532544,1.164409613
micro_pcb_v2_AACA2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,A,2,AACA,train,train,NOT_VERIFIED,train_coded/train_coded/AACA2.jpg,b2a3470e9e3e3d3139cef6ce77002b192c1f8e8d2bbdd2b2bc40e00b33071378,1914,2265,246,175,1422,1926,15.90989473,1.164310777
micro_pcb_v2_AACA3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,A,3,AACA,train,train,NOT_VERIFIED,train_coded/train_coded/AACA3.jpg,106c32983d3dbe8d15bb33bf40226bec01201988448ced0d5fcaf8ef867a6300,1905,2264,247,176,1411,1924,15.53980457,1.163924474
micro_pcb_v2_AACA4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,A,4,AACA,train,train,NOT_VERIFIED,train_coded/train_coded/AACA4.jpg,3d75cf0264ea8b0c80b4ee7aec626a5940d27ba11d1bf38542a2d97be142b60a,1916,2265,246,178,1424,1923,16.01900328,1.163491624
micro_pcb_v2_AACB1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,B,1,AACB,train,train,NOT_VERIFIED,train_coded/train_coded/AACB1.jpg,18f4d9c6baab49d497e263662db833f1b3e55db1ed9b23c763f8ebabe5a9b688,2129,2665,246,165,1636,2336,16.36846508,1.090362304
micro_pcb_v2_AACB2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,B,2,AACB,train,train,NOT_VERIFIED,train_coded/train_coded/AACB2.jpg,0153ff2bf1e050dbe537412bc2218f40ab00ea33c1590559965af76bad71d5ca,2104,2666,246,165,1611,2337,15.47741438,1.090699172
micro_pcb_v2_AACB3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,B,3,AACB,train,train,NOT_VERIFIED,train_coded/train_coded/AACB3.jpg,887b5598e8f171c098980d07fe5eff8588659fc9c2b6e454ae7d65495d771262,2095,2663,248,165,1600,2334,15.18113515,1.092035099
micro_pcb_v2_AACB4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,B,4,AACB,train,train,NOT_VERIFIED,train_coded/train_coded/AACB4.jpg,1136d223b91a79238b584a3e47d3c65e13e8ab23cbacfc30ebd7704825bb8b0d,2125,2663,248,165,1631,2334,16.25352035,1.091208892
micro_pcb_v2_AACC1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,C,1,AACC,train,train,NOT_VERIFIED,train_coded/train_coded/AACC1.jpg,7bd82bd6800f2ae387e756294474046f6d97d758511b4e8c1eea71f4427ab828,2067,2795,246,165,1573,2465,12.81614124,0.982260792
micro_pcb_v2_AACC2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,C,2,AACC,train,train,NOT_VERIFIED,train_coded/train_coded/AACC2.jpg,2f51852525a691c3dd3e57868b6401d8dd08ee1a99db003ddfa0bb9cf6bbdf65,2080,2788,246,164,1541,2460,11.82382352,0.982442456
micro_pcb_v2_AACC3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,C,3,AACC,train,train,NOT_VERIFIED,train_coded/train_coded/AACC3.jpg,7077b387bcdd135c34405792713b2a95fdec9fbd3640d1d9fb9817aa76f532fd,2081,2791,247,164,1558,2463,12.34909982,0.980975452
micro_pcb_v2_AACC4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,C,4,AACC,train,train,NOT_VERIFIED,train_coded/train_coded/AACC4.jpg,237ce558c8133feabdd47acf6c2d0b079e6f8c96fde0e10880c16f96939881ac,2056,2787,246,164,1542,2459,11.86970652,0.983418725
micro_pcb_v2_AACD1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,D,1,AACD,train,train,NOT_VERIFIED,train_coded/train_coded/AACD1.jpg,d399837cce8ef8e347fe9a7e060162a43ff1705f76d5a4db266aba1850c1b595,2210,2765,246,164,1716,2438,17.26177259,0.905275897
micro_pcb_v2_AACD2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,D,2,AACD,train,train,NOT_VERIFIED,train_coded/train_coded/AACD2.jpg,edc5bd76c43753a2f67a489657d76e94ead388bac60d66d356cb4bbdd4363d1c,2188,2756,246,164,1694,2428,16.6204205,0.907175856
micro_pcb_v2_AACD3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,D,3,AACD,train,train,NOT_VERIFIED,train_coded/train_coded/AACD3.jpg,8312c1a691a8cecb25ef1decf0b030d73d164a7f2ec7ba5e0ebd8bce90ba480e,2172,2751,247,164,1677,2423,16.1526797,0.90897156
micro_pcb_v2_AACD4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,D,4,AACD,train,train,NOT_VERIFIED,train_coded/train_coded/AACD4.jpg,91e7d2ac8f7b89a3a76fd502d0c3c06dd844fd27fab5f5a7c66df9a9bc947b1e,2177,2751,246,164,1684,2422,16.35746276,0.908117259
micro_pcb_v2_AACE1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,E,1,AACE,train,train,NOT_VERIFIED,train_coded/train_coded/AACE1.jpg,d3d87ab81b7c399f5238d15ec2e13e9dcd4967d3c32b660df19d20682b8c89fa,2063,2449,247,164,1570,2120,17.47460131,0.852531866
micro_pcb_v2_AACE2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,E,2,AACE,train,train,NOT_VERIFIED,train_coded/train_coded/AACE2.jpg,d1b1646316a5d6eed9cc9ae310644760a1231b08fdc3899f540d198fb3cc4312,2041,2445,247,164,1548,2116,16.55436573,0.852083784
micro_pcb_v2_AACE3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,E,3,AACE,train,train,NOT_VERIFIED,train_coded/train_coded/AACE3.jpg,4ad0ffb84df8b1a50b7b7a8a1ef39b9fc1a0070fb68153191c6f804eb3e5220b,2032,2436,247,164,1540,2108,16.39731173,0.85329204
micro_pcb_v2_AACE4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_a_plus,A,A,C,E,4,AACE,train,train,NOT_VERIFIED,train_coded/train_coded/AACE4.jpg,6f629cf0f657344444063f0fa2451e5008639d9041325b3d5b0fbe8c73bc3d8b,2030,2432,247,164,1536,2103,16.39128346,0.855129934
