relative_path,class_name,source,bytes,sha256_file,sha256_pixels,phash64,width,height,format,mode,decode_ok,quality_flags,error
train/AACE3.jpg,raspberry_pi_sbc,train,1651706,4ad0ffb84df8b1a50b7b7a8a1ef39b9fc1a0070fb68153191c6f804eb3e5220b,6631d5ebd594408983a07db4ace6221e4e8e757b637b6d92d9eb81d085c157f2,b996d34899699c3c,2032,2436,JPEG,RGB,True,,
train/AACE4.jpg,raspberry_pi_sbc,train,1621898,6f629cf0f657344444063f0fa2451e5008639d9041325b3d5b0fbe8c73bc3d8b,4130f412879f3696ca47d9fd71272e78d2b3a78bd114281fd350e118ed9d283d,b996d34899699c3c,2030,2432,JPEG,RGB,True,,
train/AADA1.jpg,raspberry_pi_sbc,train,1739488,df151a81c89e4a3b09b8aac135f91e829b882435e64c92b89e68c71bc426059c,db672d0c15838e491340cca96e5391efa0a365f491fdc5f209ea7ff44c0c599f,e99d86c0906b9e3d,2129,2565,JPEG,RGB,True,,
train/AADA2.jpg,raspberry_pi_sbc,train,1724876,7304925b9a53e3f60d16ad9c204c91b610e9214efe175162e3b24be697e0dd50,46e72031feeb9af5977416dbe422c40eecdeacad7e00c1cecf015ff642a705e6,e99d86c0906b9e3d,2124,2579,JPEG,RGB,True,,
train/AADA3.jpg,raspberry_pi_sbc,train,1716179,fa3d4d06e6e0d65171dc73fd248da72564fc3792de84db7c515ae785bd9ebf0f,504091bc5a526e78ef906281b2418556eec530ba3b88e5f68e250b38adb03730,e99d86c0906b9e3d,2121,2582,JPEG,RGB,True,,
train/AADA4.jpg,raspberry_pi_sbc,train,1632573,90b25e128b37e44006119d09bf84d17daeef7a847c261afb0196a733670cfb94,00dbde1b81865a6c440c1f42a938630d2ee70b219b375fac6c8a1740c7b8051e,e98d87c0926b9e39,2102,2571,JPEG,RGB,True,,
train/AADB1.jpg,raspberry_pi_sbc,train,2607982,6d31c7e7c36ee336e23172e3c0b60b4f36c44b6eae886fbbee4bfd30eb8e6d54,8cffff12563e4a07c9c0c8422377f5d91071f894ae220f002ca1d8e2725984b2,e99c926a91639e2d,2459,3054,JPEG,RGB,True,,
train/AADB2.jpg,raspberry_pi_sbc,train,2682692,b02e479be88521128b6589510a9a59fe36a4cf778bf2ffdc5aa3fd5c93d6ee32,ed14be97367b1886cfe8329986795903c0afbd91350cfded16b891af7858f567,e99c92e291639e2d,2461,3054,JPEG,RGB,True,,
train/AADB3.jpg,raspberry_pi_sbc,train,2608828,520cdc28897daf5478cbb7b54566c646b1e9c10e0f3a09be962fa4261aeb8f4b,90d1c677948aff3e60dade0746377f85d0d389c623463898e0743363db55239e,e99c92e291639e2d,2452,3055,JPEG,RGB,True,,
train/AADB4.jpg,raspberry_pi_sbc,train,2548798,b2505646d4fbbd34ba1c643d8983e4d9ec45cf6e3b520432221e83e75956f88c,027dbba7b3da1486b8965e8830cc2787b68d450701bf6f08cf75e1c901865162,e99492ca916b9e2d,2439,3033,JPEG,RGB,True,,
train/AADC1.jpg,raspberry_pi_sbc,train,1883484,f8ade3269b008b7387294bf0c3007dd0046ae7f29ea1c5070dcd4d9b213cde64,40049d87f60b789ba7d817739356355244336b31488cdaf3b5e46486ce9c94be,f99d93c8c461cc66,2029,2656,JPEG,RGB,True,,
train/AADC2.jpg,raspberry_pi_sbc,train,1727162,8d4c301091d0cc638f84bb685119a41859f3069b5c14e600285f9c7d8c78d84c,2ecbb1c970a740a72a8a57667e6e238c476935da8d0f614d061a47276dd6268d,f99d93c8c461cc66,2021,2655,JPEG,RGB,True,,
train/AADC3.jpg,raspberry_pi_sbc,train,2174770,1760f2a8715f9a218fe418fad744add6d47f2985bfcc78fe086625b5fc993250,d6383c43e0b85650d34960a1a896befda77e16a8cbdfe1e6c6fbb61530d6811d,f99d93c8c461cc66,2017,2654,JPEG,RGB,True,,
train/AADC4.jpg,raspberry_pi_sbc,train,2144403,e82aebb180546a59393d312d434e98eec871886a947c6d929300cd27e9deafcc,2b5242ba0b023392c57a926ed60c19f59aa89bf11f7bc2cea1f44d4b2c960c97,f99d93c8c461cc66,2026,2655,JPEG,RGB,True,,
train/AADD1.jpg,raspberry_pi_sbc,train,1843303,612dc3ffd15144cb7a5fb17719d0b48e15929cc894a3fc58f62c58cc1ed8df90,53e29262fb741b575245eff7df251d372efc570913237e1c6134ae1bd913df6f,ed9c83c9cc61d827,2216,2658,JPEG,RGB,True,,
train/AADD2.jpg,raspberry_pi_sbc,train,1780782,8a39b1ee834769ac39f59e57d2aee8f830452e259aef67469855b2e5535146cd,ca6c9efd6c5d7f0ff42c71ee13c82c0c7293572f17c8784f0f0ce92dcf5fd9b7,e99c83c9cc61d867,2190,2646,JPEG,RGB,True,,
train/AADD3.jpg,raspberry_pi_sbc,train,1803106,2bd7d5c42bef2b66554c53c0eef09fb68780f958e5f083821922cdbb88ce212a,160f5d9fd698f59a144b5aac3b86e9c25b81a7d9d023d13b7c30f9a9a5d1acf9,ed9c83c9cc61d827,2193,2646,JPEG,RGB,True,,
train/AADD4.jpg,raspberry_pi_sbc,train,1821339,0eff6d1baf1778536db31a457cc5e0d32b6cc886d10a72f45a53227d3b4591fd,c375365e733c8eba53e224acf2227e1f3e40cc21f2e5d9477d7a4137333d6310,ed9c83c9cc61d827,2210,2648,JPEG,RGB,True,,
train/AADE1.jpg,raspberry_pi_sbc,train,1457319,29df976e2fde64980be39f13efc3f0c7663f05a449e07fde8aebef32c988a07a,023ab856988a82c618503ff58372e5053fcfe4ce5808c28c3dac1c295bde2abe,ab9ec3c9cc64d826,2129,2283,JPEG,RGB,True,,
train/AADE2.jpg,raspberry_pi_sbc,train,1488087,1e72178863a3fd8773f57007ef292497f9bb8b63ab7a2f2830b56a3d86f6c6c4,2406e6e609eec8ecd4417758301b7e68640b38e8fa2592d4b02a86624cbf056a,b99ec3c9cc64d826,2109,2290,JPEG,RGB,True,,
train/AADE3.jpg,raspberry_pi_sbc,train,1422594,ddac04ad4b211235390c0a1c404b766f1cb914c4ecc6d69493c3192177a83830,c17ccb1d4b43a124a3ea7cb8356b3e226955de4ee01485661b6133b016869fe0,b99ec3c9cc64d826,2116,2283,JPEG,RGB,True,,
train/AADE4.jpg,raspberry_pi_sbc,train,1496898,da8eee439c94c7267c226d88578d814503b8091a601c6dfcf1f219ad3d1e5cec,7fb54cea5fa42b3f42be8797ca8a2cfdb9aba49396d8d2b3b8a96a09f3905e5d,b99ec3c9cc64d826,2124,2285,JPEG,RGB,True,,
train/AAEA1.jpg,raspberry_pi_sbc,train,1472237,8c25952cceae3cc5ad1fb613c7de18842000ee14715bd7b8183041b701a6248f,3fbfe524c0914b0d5655645b9a25b7b23faf30bf610ede98b5e84152c69b9d57,ed9c92c998671e26,1930,2391,JPEG,RGB,True,,
train/AAEA2.jpg,raspberry_pi_sbc,train,1469030,f8a8a338366bd7bd073d020474dad8b8c7cafd14226f87234d3fb99a0748e8a3,6bb0440ecd573061ad15fb9de05b1a1558bc313b5059e4b5db324abe9c14a157,ed9c92c998651e36,1920,2389,JPEG,RGB,True,,
train/AAEA3.jpg,raspberry_pi_sbc,train,1466496,70709832cf4ccf52e99495aacbaaed1768df9080de5c03e95d663155a78f1cb9,0759b83ae2af21799010eb4de1b933b403331f0c4cc9b202d51c9f8f54ab8539,ed9c92c998651e36,1924,2383,JPEG,RGB,True,,
train/AAEA4.jpg,raspberry_pi_sbc,train,1473749,31e42e64f28e6f3ee082ce28603cae02e505bedf79688e474326803acaebe087,83c202b7fa3f2aae4a8a4786013913b88fea82c378946e46bab5eea536fb2af2,ed9c92cb98651e26,1933,2389,JPEG,RGB,True,,
train/AAEB1.jpg,raspberry_pi_sbc,train,2166056,f72657310c94569872c5b0a7dcd7415240b6e307b765882f7c0adc329c65a92c,db881c2a69f65b3c1a11d03e486db689c20e5df1b5c4c26fd6696cf210e54d59,e99d93ca9065ce26,2139,2799,JPEG,RGB,True,,
train/AAEB2.jpg,raspberry_pi_sbc,train,2138765,ea0afd984728ef06127200ab9141653fb86120c35fb23caa98ea16549ef3749a,ca375cc84251846b68e3f79bdf514850df4889397255e6d67d5cffea9f9d8aea,e99d93c2d065ce26,2117,2791,JPEG,RGB,True,,
train/AAEB3.jpg,raspberry_pi_sbc,train,2112555,56240d84a7e9bb33642d761338421621989796ec79fc3fd1c24e9128b49f6ec8,f60b7010fcbc81d45dac053d169e5e7b3e5a4f159a4b010ea2070c8747c257e7,e99d93c2d065ce26,2129,2791,JPEG,RGB,True,,
train/AAEB4.jpg,raspberry_pi_sbc,train,2169337,53c9b2fd31d7bc0104b44368b34e25ebcab145faa5b929196091465e033c9fb8,bc708434ff0d7789704108a17a019cc480ef3a2ddede3a1628a60e41bd516037,e99d93c2d065ce26,2134,2787,JPEG,RGB,True,,
train/AAEC1.jpg,raspberry_pi_sbc,train,1528173,2902fd2b0b1a0cf3a7903f422ea27b3c7de763d4eb4ff6d566e87a88782967f6,dbeeddea6b77999155c4990a4299fa7abb28180e9a0e2b47568e0f3d1778bbb7,e99c93c9c465cc66,1876,2499,JPEG,RGB,True,,
train/AAEC2.jpg,raspberry_pi_sbc,train,1497559,b275c33e50eaa5093f779e66fd1da5b2419a06dd6219182be0a1487214369d15,4981693f3870a1767442e5ac95570e1c6e75c174c09e3b03c4552a7ec5cf36d4,f99c93c9c461cc66,1849,2495,JPEG,RGB,True,,
train/AAEC3.jpg,raspberry_pi_sbc,train,1487860,95476c59d6230e480f41037ad959b4779760355c36be4c74373e2b6f22d56309,3dfa535b15172e12cb0068568a203720a9bea487f83d888c3b3cf51b48edbb49,f99c93c9c461cc66,1852,2496,JPEG,RGB,True,,
train/AAEC4.jpg,raspberry_pi_sbc,train,1558934,ddf22688b6847466b95b3994ef10c6f62ffed2cc8f1f7976ee2c8de535e1dd2c,740ea00724ed9a2cb07d202ff85151005c48e5c99c8affddd88d5dcce484dfc0,f99c93c9c461cc66,1842,2492,JPEG,RGB,True,,
train/AAED1.jpg,raspberry_pi_sbc,train,1825461,bfa1148b6942ec179b28896474d8e9e002e1b8010d5b2a976830583bfd3ca20e,16e3f4fc38f4952cdaedbfbbe9fc418a792b91c393fd0e80021c3fc0049d88e2,e59e9349dc64c866,2085,2453,JPEG,RGB,True,,
train/AAED2.jpg,raspberry_pi_sbc,train,1798283,d938556e5eef7b5fc6917635b7098b49d60aed4cb90c19e62b9afaf6161ce2d2,bf7cb51b4672943ddd46b59bc528790b525a267a58fdada39246951893e6faf4,e59e9349dc64c866,2092,2452,JPEG,RGB,True,,
train/AAED3.jpg,raspberry_pi_sbc,train,1808329,d4bab260e6e6f4a540e98cd43b861dd39445b6f54a428b4d9b70342efbd6d3b7,61963392eb9f1dd6fcdb9d8a7faa08c928e3375892a886ac850521dce3a9e259,e59e9349dc64c866,2085,2453,JPEG,RGB,True,,
train/AAED4.jpg,raspberry_pi_sbc,train,1805959,0f441b4a045c8b6cd7ebe55d95969811bbcb6cec8cfcf18addeff23a53a8397a,025136dea26d32e9a9803569c453ee4ba1e1f64c313db5a04679175b13a5eb3c,e59e9349dc64c866,2086,2448,JPEG,RGB,True,,
